Category,Santa Cruz
Total_doses_administered,64739
Total_people_one_dose,35594
Total_people_complete,32802
Total_doses_ordered,48042
total_pouluation,53161
Male-65 years and older,3523
Male-55-64 years,2529
Male-45-54 years,2872
Male-20-44 years,6896
Male-Less than 20 years,1966
Female-65 years and older,4264
Female-55-64 years,2575
Female-45-54 years,2715
Female-20-44 years,6201
Female-Less than 20 years,1986
"American Indian or Alaska Native, non-Hispanic",0.000393324717649
"Black or African American, non-Hispanic",0.0007585548126089
"Asian or Pacific Islander, non-Hispanic",0.0025566106647188
Other Race,0.0550654604708659
Unknown,0.0624824408608192
"White, non-Hispanic",0.1300500084283868
Hispanic or Latino,0.7486936000449514
