Category,Pinal
Total_doses_administered,290072
Total_people_one_dose,163975
Total_people_complete,147864
Total_doses_ordered,196665
total_pouluation,455210
Male-65 years and older,29112
Male-55-64 years,12927
Male-45-54 years,11533
Male-20-44 years,25278
Male-Less than 20 years,3991
Female-65 years and older,33446
Female-55-64 years,13949
Female-45-54 years,10368
Female-20-44 years,18577
Female-Less than 20 years,4205
"Asian or Pacific Islander, non-Hispanic",0.0183930477206891
"Black or African American, non-Hispanic",0.0264857447781674
"American Indian or Alaska Native, non-Hispanic",0.0471901204451898
Other Race,0.1076383595060223
Hispanic or Latino,0.1506510138740662
Unknown,0.2055801189205672
"White, non-Hispanic",0.4440615947552981
