Category,La Paz
Total_doses_administered,18717
Total_people_one_dose,9202
Total_people_complete,7599
total_pouluation,9202
Male-65 years and older,2494
Male-55-64 years,645
Male-45-54 years,333
Male-20-44 years,698
Male-Less than 20 years,387
Female-65 years and older,2485
Female-55-64 years,757
Female-45-54 years,387
Female-20-44 years,616
Female-Less than 20 years,381
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",92
"American Indian or Alaska Native, non-Hispanic",549
Other Race,1207
Hispanic or Latino,1375
Unknown,1902
"White, non-Hispanic",4035
