Category,Yuma
Total_doses_administered,327285
Total_people_one_dose,163040
Total_people_complete,128873
total_pouluation,163040
Male-65 years and older,17503
Male-55-64 years,10852
Male-45-54 years,9406
Male-20-44 years,28774
Male-Less than 20 years,13102
Female-65 years and older,20065
Female-55-64 years,11608
Female-45-54 years,10353
Female-20-44 years,27165
Female-Less than 20 years,13588
"Black or African American, non-Hispanic",859
"American Indian or Alaska Native, non-Hispanic",1200
"Asian or Pacific Islander, non-Hispanic",1254
Other Race,19726
Unknown,30006
"White, non-Hispanic",36217
Hispanic or Latino,73778
