Category,Maricopa
Total_doses_administered,5828735
Total_people_one_dose,2711594
Total_people_complete,2332402
total_pouluation,2711594
Male-65 years and older,290770
Male-55-64 years,191995
Male-45-54 years,186439
Male-20-44 years,448454
Male-Less than 20 years,158072
Female-65 years and older,363294
Female-55-64 years,215723
Female-45-54 years,201808
Female-20-44 years,479842
Female-Less than 20 years,160822
"American Indian or Alaska Native, non-Hispanic",53193
"Black or African American, non-Hispanic",106048
"Asian or Pacific Islander, non-Hispanic",138068
Unknown,182689
Other Race,434301
Hispanic or Latino,462691
"White, non-Hispanic",1334604
