Category,Mohave
Total_doses_administered,192681
Total_people_one_dose,92475
Total_people_complete,77545
total_pouluation,92475
Male-65 years and older,21435
Male-55-64 years,8436
Male-45-54 years,4390
Male-20-44 years,7779
Male-Less than 20 years,1939
Female-65 years and older,23514
Female-55-64 years,9758
Female-45-54 years,4940
Female-20-44 years,7969
Female-Less than 20 years,2135
"Black or African American, non-Hispanic",644
"American Indian or Alaska Native, non-Hispanic",771
"Asian or Pacific Islander, non-Hispanic",1417
Hispanic or Latino,7528
Unknown,11663
Other Race,14635
"White, non-Hispanic",55817
