Category,Coconino
Total_doses_administered,150509
Total_people_one_dose,82784
Total_people_complete,74239
Total_doses_ordered,97508
total_pouluation,147275
Male-65 years and older,7752
Male-55-64 years,6041
Male-45-54 years,5435
Male-20-44 years,16396
Male-Less than 20 years,3134
Female-65 years and older,8851
Female-55-64 years,6760
Female-45-54 years,5580
Female-20-44 years,18901
Female-Less than 20 years,3853
"Black or African American, non-Hispanic",593
"Asian or Pacific Islander, non-Hispanic",1235
Hispanic or Latino,5807
Other Race,9597
Unknown,16979
"American Indian or Alaska Native, non-Hispanic",17266
"White, non-Hispanic",31307
