Category,Apache
Total_doses_administered,32467
Total_people_one_dose,18282
Total_people_complete,11890
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1934
Male-55-64 years,1281
Male-45-54 years,997
Male-20-44 years,2426
Male-Less than 20 years,2470
Female-65 years and older,2039
Female-55-64 years,1398
Female-45-54 years,990
Female-20-44 years,2182
Female-Less than 20 years,2555
"Asian or Pacific Islander, non-Hispanic",164
"Black or African American, non-Hispanic",279
Unknown,1011
Other Race,1229
Hispanic or Latino,1799
"White, non-Hispanic",3198
"American Indian or Alaska Native, non-Hispanic",10602
