Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7177460,32467,150509,120560,21522,8717,52350,17706,3032716,155581,76353,313867,943346,69478,189843,212755
Total_people_complete,3468678,11890,74239,59437,10587,4283,25725,8682,1491326,73769,36614,158292,469960,34907,91137,102212
Total_doses_ordered,5275110,16600,97508,89070,19700,10040,36740,19050,1598808,128270,41410,197908,617012,49212,168620,144368
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3947963,18282,82784,67888,12076,5028,29228,9754,1734353,89535,43009,180050,530880,38921,108922,121118
Male-65 years and older,518351,1934,7752,10729,1661,555,5891,3137,181059,21593,6870,29940,72941,3600,23976,15942
Male-55-64 years,298418,1281,6041,5174,999,607,2642,694,127050,8452,3567,13789,36775,2623,8510,8883
Male-45-54 years,259429,997,5435,3775,882,505,1629,325,125885,4331,2507,12804,31716,3030,4947,7829
Male-20-44 years,611913,2426,16396,9707,2048,1059,3176,535,290963,7211,5285,29527,77642,7629,9609,22581
Male-Less than 20 years,158814,2470,3134,2659,386,93,738,148,79014,1236,3037,5607,20633,2491,1986,5089
Female-65 years and older,639294,2039,8851,12694,2090,529,6241,3045,234665,24067,7557,34332,96121,4363,29932,18038
Female-55-64 years,343596,1398,6760,6254,1143,421,2934,855,146502,9835,3817,14697,45429,2665,10886,9335
Female-45-54 years,284601,990,5580,4342,786,380,1719,356,139796,4598,2534,11517,37423,2894,5767,8082
Female-20-44 years,646625,2182,18901,9744,1641,792,3306,472,315973,6678,4644,21595,89400,7036,9771,19543
Female-Less than 20 years,167473,2555,3853,2718,429,84,890,165,81649,1377,3157,5649,21860,2521,2227,5432
"Black or African American, non-Hispanic",107282,279,593,1261,72,47,97,30,66698,617,222,5107,10298,34,571,675
"American Indian or Alaska Native, non-Hispanic",116441,10602,17266,321,1016,91,5840,209,36557,918,15395,8648,11079,17,1082,1587
"Asian or Pacific Islander, non-Hispanic",148806,164,1235,1303,63,50,259,73,81154,1291,413,3234,13434,98,1420,729
Unknown,427148,1011,16979,9104,3878,442,5451,2651,171380,15188,2185,36546,84126,2346,27397,33499
Other Race,665911,1229,9597,10321,922,140,4853,1111,265997,15932,8245,19249,67265,2030,16679,10690
Hispanic or Latino,661696,1799,5807,16485,1984,2192,1329,1030,314937,6309,2231,28424,125176,29594,6788,52162
"White, non-Hispanic",1820679,3198,31307,29093,4141,2066,11399,4650,797630,49280,14318,78842,219502,4802,54985,21776
