Category,Maricopa
Total_doses_administered,3179787
Total_people_one_dose,1809298
Total_people_complete,1564348
Total_doses_ordered,1659789
total_pouluation,4367835
Male-65 years and older,185407
Male-55-64 years,130638
Male-45-54 years,131187
Male-20-44 years,307689
Male-Less than 20 years,85930
Female-65 years and older,239878
Female-55-64 years,150359
Female-45-54 years,144890
Female-20-44 years,333231
Female-Less than 20 years,88251
"American Indian or Alaska Native, non-Hispanic",38443
"Black or African American, non-Hispanic",70331
"Asian or Pacific Islander, non-Hispanic",83297
Unknown,178104
Other Race,277897
Hispanic or Latino,334450
"White, non-Hispanic",826776
