Category,La Paz
Total_doses_administered,18037
Total_people_one_dose,9947
Total_people_complete,8856
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3165
Male-55-64 years,701
Male-45-54 years,339
Male-20-44 years,592
Male-Less than 20 years,163
Female-65 years and older,3065
Female-55-64 years,864
Female-45-54 years,363
Female-20-44 years,500
Female-Less than 20 years,173
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",219
Hispanic or Latino,1089
Other Race,1146
Unknown,2673
"White, non-Hispanic",4710
