Category,Yavapai
Total_doses_administered,194906
Total_people_one_dose,111472
Total_people_complete,93416
Total_doses_ordered,172400
total_pouluation,232386
Male-65 years and older,24278
Male-55-64 years,8688
Male-45-54 years,5099
Male-20-44 years,10013
Male-Less than 20 years,2162
Female-65 years and older,30287
Female-55-64 years,11116
Female-45-54 years,5947
Female-20-44 years,10159
Female-Less than 20 years,2410
"Black or African American, non-Hispanic",616
"American Indian or Alaska Native, non-Hispanic",1136
"Asian or Pacific Islander, non-Hispanic",1459
Hispanic or Latino,7130
Other Race,17136
Unknown,27609
"White, non-Hispanic",56386
