Category,Navajo
Total_doses_administered,78680
Total_people_one_dose,44291
Total_people_complete,37509
Total_doses_ordered,44200
total_pouluation,112825
Male-65 years and older,7038
Male-55-64 years,3658
Male-45-54 years,2603
Male-20-44 years,5475
Male-Less than 20 years,3126
Female-65 years and older,7725
Female-55-64 years,3923
Female-45-54 years,2613
Female-20-44 years,4851
Female-Less than 20 years,3245
"Black or African American, non-Hispanic",227
"Asian or Pacific Islander, non-Hispanic",424
Unknown,2254
Hispanic or Latino,2314
Other Race,8453
"White, non-Hispanic",14950
"American Indian or Alaska Native, non-Hispanic",15669
