Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7438314,34036,153951,123990,22720,9067,54726,18037,3179787,160263,78680,326893,975379,72194,194906,222489
Total_people_complete,3580077,12623,75760,61115,11178,4422,26435,8856,1564348,76075,37509,165298,484877,36067,93416,106182
Total_doses_ordered,5346480,16800,97548,90990,21350,10850,37560,19000,1659789,133190,44200,199932,626302,49312,172400,149958
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4063821,19058,84434,69500,12745,5238,29906,9947,1809298,91798,44291,187037,546784,40298,111472,125756
Male-65 years and older,525848,1984,7887,10852,1694,569,5957,3165,185407,21897,7038,30284,73862,3644,24278,16131
Male-55-64 years,303889,1323,6114,5253,1031,619,2667,701,130638,8629,3658,14148,37496,2665,8688,9057
Male-45-54 years,267248,1050,5532,3864,920,535,1664,339,131187,4477,2603,13291,32709,3112,5099,8029
Male-20-44 years,637932,2564,16812,10044,2166,1129,3322,592,307689,7538,5475,31692,81213,7981,10013,23595
Male-Less than 20 years,169680,2549,3309,2837,460,103,799,163,85930,1381,3126,6268,22219,2685,2162,5828
Female-65 years and older,648131,2089,8974,12847,2135,537,6318,3065,239878,24422,7725,34732,97245,4417,30287,18233
Female-55-64 years,349427,1451,6825,6328,1183,428,2981,864,150359,10025,3923,15031,46203,2696,11116,9513
Female-45-54 years,291928,1054,5638,4416,834,390,1751,363,144890,4770,2613,11898,38301,2959,5947,8270
Female-20-44 years,672282,2350,19261,10062,1782,834,3443,500,333231,7013,4851,22920,93025,7369,10159,20485
Female-Less than 20 years,177895,2634,3996,2905,529,91,942,173,88251,1486,3245,6179,23554,2700,2410,6209
"Black or African American, non-Hispanic",111946,291,629,1321,75,47,100,32,70331,649,227,5400,10794,35,616,729
"American Indian or Alaska Native, non-Hispanic",120807,11037,17670,333,1089,97,6096,219,38443,958,15669,8974,11607,19,1136,1644
"Asian or Pacific Islander, non-Hispanic",151559,171,1281,1325,65,51,261,78,83297,1327,424,3345,13743,99,1459,760
Unknown,437015,1038,17035,9337,4031,484,5494,2673,178104,15403,2254,37854,84524,2364,27609,33896
Other Race,683696,1295,9791,10558,971,144,4969,1146,277897,16174,8453,20114,69631,2059,17136,11164
Hispanic or Latino,694738,1896,6094,16946,2100,2277,1375,1089,334450,6634,2314,29908,131222,30835,7130,55004
"White, non-Hispanic",1864060,3330,31934,29680,4414,2138,11611,4710,826776,50653,14950,81442,225263,4887,56386,22559
