Category,Mohave
Total_doses_administered,160263
Total_people_one_dose,91798
Total_people_complete,76075
Total_doses_ordered,133190
total_pouluation,216985
Male-65 years and older,21897
Male-55-64 years,8629
Male-45-54 years,4477
Male-20-44 years,7538
Male-Less than 20 years,1381
Female-65 years and older,24422
Female-55-64 years,10025
Female-45-54 years,4770
Female-20-44 years,7013
Female-Less than 20 years,1486
"Black or African American, non-Hispanic",649
"American Indian or Alaska Native, non-Hispanic",958
"Asian or Pacific Islander, non-Hispanic",1327
Hispanic or Latino,6634
Unknown,15403
Other Race,16174
"White, non-Hispanic",50653
