Category,Yavapai
Total_doses_administered,181910
Total_people_one_dose,103542
Total_people_complete,88097
Total_doses_ordered,165060
total_pouluation,232386
Male-65 years and older,23378
Male-55-64 years,8120
Male-45-54 years,4566
Male-20-44 years,8751
Male-Less than 20 years,1638
Female-65 years and older,29167
Female-55-64 years,10477
Female-45-54 years,5359
Female-20-44 years,8933
Female-Less than 20 years,1843
"Black or African American, non-Hispanic",497
"American Indian or Alaska Native, non-Hispanic",1024
"Asian or Pacific Islander, non-Hispanic",1343
Hispanic or Latino,6049
Other Race,16003
Unknown,26517
"White, non-Hispanic",52109
