Category,La Paz
Total_doses_administered,17156
Total_people_one_dose,9367
Total_people_complete,8491
Total_doses_ordered,18600
total_pouluation,22085
Male-65 years and older,3087
Male-55-64 years,676
Male-45-54 years,301
Male-20-44 years,475
Male-Less than 20 years,114
Female-65 years and older,2980
Female-55-64 years,834
Female-45-54 years,337
Female-20-44 years,433
Female-Less than 20 years,116
"Black or African American, non-Hispanic",26
"Asian or Pacific Islander, non-Hispanic",69
"American Indian or Alaska Native, non-Hispanic",169
Hispanic or Latino,950
Other Race,1060
Unknown,2563
"White, non-Hispanic",4530
