Category,Cochise
Total_doses_administered,113822
Total_people_one_dose,63700
Total_people_complete,56760
Total_doses_ordered,87630
total_pouluation,130808
Male-65 years and older,10421
Male-55-64 years,5018
Male-45-54 years,3545
Male-20-44 years,8927
Male-Less than 20 years,2070
Female-65 years and older,12355
Female-55-64 years,6022
Female-45-54 years,4131
Female-20-44 years,8948
Female-Less than 20 years,2174
"American Indian or Alaska Native, non-Hispanic",306
"Black or African American, non-Hispanic",1173
"Asian or Pacific Islander, non-Hispanic",1245
Unknown,8327
Other Race,9892
Hispanic or Latino,14877
"White, non-Hispanic",27880
