Category,Arizona
Total_doses_administered,6741560
Total_people_complete,3313153
Total_doses_ordered,5222530
total_pouluation,7189020
Total_people_one_dose,3694095
Male-65 years and older,504849
Male-55-64 years,285313
Male-45-54 years,241601
Male-20-44 years,557865
Male-Less than 20 years,129822
Female-65 years and older,623284
Female-55-64 years,331036
Female-45-54 years,267417
Female-20-44 years,593615
Female-Less than 20 years,140010
"Black or African American, non-Hispanic",97512
"American Indian or Alaska Native, non-Hispanic",99681
"Asian or Pacific Islander, non-Hispanic",142843
Unknown,400915
Hispanic or Latino,583751
Other Race,635255
"White, non-Hispanic",1734138
