Category,Greenlee
Total_doses_administered,7981
Total_people_one_dose,4522
Total_people_complete,3962
Total_doses_ordered,9800
total_pouluation,10375
Male-65 years and older,521
Male-55-64 years,568
Male-45-54 years,462
Male-20-44 years,932
Male-Less than 20 years,40
Female-65 years and older,509
Female-55-64 years,399
Female-45-54 years,357
Female-20-44 years,690
Female-Less than 20 years,42
"Black or African American, non-Hispanic",0.0095090667846086
"Asian or Pacific Islander, non-Hispanic",0.0099513489606369
"American Indian or Alaska Native, non-Hispanic",0.015922158337019
Other Race,0.0179124281291464
Unknown,0.093984962406015
"White, non-Hispanic",0.4099955771782397
Hispanic or Latino,0.4427244582043344
