Category,La Paz
Total_doses_administered,15698
Total_people_one_dose,8764
Total_people_complete,7437
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,2976
Male-55-64 years,620
Male-45-54 years,269
Male-20-44 years,410
Male-Less than 20 years,50
Female-65 years and older,2890
Female-55-64 years,789
Female-45-54 years,302
Female-20-44 years,389
Female-Less than 20 years,55
"Black or African American, non-Hispanic",0.0022820629849384
"Asian or Pacific Islander, non-Hispanic",0.0050205385668644
"American Indian or Alaska Native, non-Hispanic",0.0101551802829758
Other Race,0.0122090369694204
Hispanic or Latino,0.094705613874943
Unknown,0.3893199452304884
"White, non-Hispanic",0.4863076220903698
