Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10896869,78965,215445,193218,42771,10308,61421,19232,6345176,204038,121380,544551,1756045,132925,284712,358920
Total_people_complete,4256735,30167,83726,76068,17202,4075,24077,7805,2506520,80616,47358,219899,673381,50904,109950,140880
total_pouluation,7189020,35065,94394,91704,19277,4517,27398,9360,2843011,95206,55621,249652,777579,67167,129197,174623
Total_people_one_dose,4984970,35065,94394,91704,19277,4517,27398,9360,2843011,95206,55621,249652,777579,67167,129197,174623
Male-65 years and older,594753,3137,8487,12078,2001,518,6001,2531,299985,21978,7783,39277,92674,4836,28597,18172
Male-55-64 years,344918,2344,6060,6029,1365,389,2265,656,198050,8586,3929,17536,50175,3572,10081,11339
Male-45-54 years,313372,1916,5809,4842,1317,336,1297,337,193884,4526,3012,15378,44187,3857,5528,9878
Male-20-44 years,791694,4848,17650,13100,3273,813,2604,719,469411,8104,6856,37089,119675,10200,11388,30965
Male-Less than 20 years,319218,4814,6941,7344,1312,247,947,419,179557,2106,5466,12999,53806,9751,3342,15258
Female-65 years and older,721413,3808,9495,14101,2480,525,6371,2506,374169,23993,8819,44801,119181,5906,34515,20747
Female-55-64 years,391687,2550,6747,7124,1515,317,2665,766,221890,9945,4452,20066,59807,4032,12694,12140
Female-45-54 years,337170,1967,5779,5447,1250,336,1448,389,209479,5068,3042,15660,49813,4284,6575,10834
Female-20-44 years,827251,4753,20130,13896,3316,778,2760,632,501550,8384,6715,33371,131754,10981,11553,28897
Female-Less than 20 years,323642,4917,7116,7636,1437,256,985,387,180789,2334,5509,12862,54879,9619,3703,15684
"Black or African American, non-Hispanic",153904,71,831,1721,84,55,99,42,112886,677,231,9306,18196,62,654,918
"Asian or Pacific Islander, non-Hispanic",191551,166,1741,1600,67,51,226,92,145119,1482,420,4986,23328,188,1668,1288
"American Indian or Alaska Native, non-Hispanic",224891,27742,24228,393,5863,127,2989,568,55983,796,26292,10704,16604,55,1555,1268
Unknown,449002,1233,11298,11152,3823,301,4523,1946,192872,11734,2610,30220,66878,7102,19020,30980
Other Race,694620,1250,8092,12737,869,98,4420,1216,445925,14887,6536,29676,94825,3688,19076,21358
Hispanic or Latino,977785,666,7713,28766,2876,2044,1604,1418,501714,7966,2843,42590,202898,48378,9333,80837
"White, non-Hispanic",2293217,3937,40491,35335,5695,1841,13537,4078,1388512,57664,16689,122170,354850,7694,77891,37974
