Category,Yavapai
Total_doses_administered,284712
Total_people_one_dose,129197
Total_people_complete,109950
total_pouluation,129197
Male-65 years and older,28597
Male-55-64 years,10081
Male-45-54 years,5528
Male-20-44 years,11388
Male-Less than 20 years,3342
Female-65 years and older,34515
Female-55-64 years,12694
Female-45-54 years,6575
Female-20-44 years,11553
Female-Less than 20 years,3703
"Black or African American, non-Hispanic",654
"American Indian or Alaska Native, non-Hispanic",1555
"Asian or Pacific Islander, non-Hispanic",1668
Hispanic or Latino,9333
Unknown,19020
Other Race,19076
"White, non-Hispanic",77891
