Category,Cochise
Total_doses_administered,193218
Total_people_one_dose,91704
Total_people_complete,76068
total_pouluation,91704
Male-65 years and older,12078
Male-55-64 years,6029
Male-45-54 years,4842
Male-20-44 years,13100
Male-Less than 20 years,7344
Female-65 years and older,14101
Female-55-64 years,7124
Female-45-54 years,5447
Female-20-44 years,13896
Female-Less than 20 years,7636
"American Indian or Alaska Native, non-Hispanic",393
"Asian or Pacific Islander, non-Hispanic",1600
"Black or African American, non-Hispanic",1721
Unknown,11152
Other Race,12737
Hispanic or Latino,28766
"White, non-Hispanic",35335
