Category,Graham
Total_doses_administered,42771
Total_people_one_dose,19277
Total_people_complete,17202
total_pouluation,19277
Male-65 years and older,2001
Male-55-64 years,1365
Male-45-54 years,1317
Male-20-44 years,3273
Male-Less than 20 years,1312
Female-65 years and older,2480
Female-55-64 years,1515
Female-45-54 years,1250
Female-20-44 years,3316
Female-Less than 20 years,1437
"Asian or Pacific Islander, non-Hispanic",67
"Black or African American, non-Hispanic",84
Other Race,869
Hispanic or Latino,2876
Unknown,3823
"White, non-Hispanic",5695
"American Indian or Alaska Native, non-Hispanic",5863
