Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9791050,61857,207103,166348,44583,9550,56534,18209,5664147,187432,100868,523525,1592291,110382,249352,317184
Total_people_complete,3950778,22771,82025,67287,18627,3804,22988,7546,2311203,76628,40663,220744,630005,44474,99340,127644
total_pouluation,7189020,29641,95402,82112,21322,4407,26248,9032,2667752,90933,49479,254305,736664,56911,118186,159270
Total_people_one_dose,4688874,29641,95402,82112,21322,4407,26248,9032,2667752,90933,49479,254305,736664,56911,118186,159270
Male-65 years and older,571146,2806,9470,11344,2411,516,5851,2448,287328,21148,7374,37292,92398,4755,26069,16964
Male-55-64 years,332201,2047,6395,5598,1591,373,2233,621,189764,8303,3591,18549,48599,3295,9260,10622
Male-45-54 years,299766,1644,5847,4372,1452,328,1265,327,184203,4324,2732,16934,41911,3461,5103,9293
Male-20-44 years,745579,3924,17298,11741,3606,795,2426,685,441556,7586,5853,38682,112485,9141,10322,28323
Male-Less than 20 years,269882,4082,6259,5641,1199,230,743,372,151571,1842,4427,12921,45325,6560,2984,12601
Female-65 years and older,694335,3378,10655,13284,2922,517,6242,2462,358858,23240,8302,42854,118894,5753,31729,19536
Female-55-64 years,377580,2193,7159,6628,1734,319,2621,744,213310,9639,4125,20870,58118,3627,11671,11331
Female-45-54 years,322599,1609,5896,4915,1424,328,1402,378,199500,4864,2727,17226,47434,3754,6056,10215
Female-20-44 years,779310,3801,19674,12455,3651,764,2595,602,472613,7769,5756,35551,123682,9570,10579,26697
Female-Less than 20 years,276500,4149,6476,6033,1320,235,812,374,154567,2038,4555,12675,46343,6910,3262,13076
"Black or African American, non-Hispanic",141786,59,790,1594,93,53,91,40,103506,621,205,9299,16735,58,575,839
"Asian or Pacific Islander, non-Hispanic",179157,136,1661,1488,85,43,206,90,135337,1382,365,5188,22255,188,1456,1225
"American Indian or Alaska Native, non-Hispanic",201902,22911,22828,362,5352,123,2709,535,52263,747,21586,9930,15518,57,1441,1183
Unknown,428881,1136,12626,9826,4127,315,4595,1864,180142,11620,2354,30187,66434,3903,18799,29600
Other Race,670327,1152,8706,11964,1303,90,4179,1189,429760,14480,6338,31265,91824,3539,17345,19254
Hispanic or Latino,875343,575,7260,23544,3851,1990,1452,1348,450493,7281,2518,41163,180133,41540,8229,72020
"White, non-Hispanic",2191478,3672,41531,33334,6511,1793,13016,3966,1316251,54802,16113,127273,343765,7626,70341,35149
