Category,La Paz
Total_doses_administered,18209
Total_people_one_dose,9032
Total_people_complete,7546
total_pouluation,9032
Male-65 years and older,2448
Male-55-64 years,621
Male-45-54 years,327
Male-20-44 years,685
Male-Less than 20 years,372
Female-65 years and older,2462
Female-55-64 years,744
Female-45-54 years,378
Female-20-44 years,602
Female-Less than 20 years,374
"Black or African American, non-Hispanic",40
"Asian or Pacific Islander, non-Hispanic",90
"American Indian or Alaska Native, non-Hispanic",535
Other Race,1189
Hispanic or Latino,1348
Unknown,1864
"White, non-Hispanic",3966
