Category,Navajo
Total_doses_administered,100868
Total_people_one_dose,49479
Total_people_complete,40663
total_pouluation,49479
Male-65 years and older,7374
Male-55-64 years,3591
Male-45-54 years,2732
Male-20-44 years,5853
Male-Less than 20 years,4427
Female-65 years and older,8302
Female-55-64 years,4125
Female-45-54 years,2727
Female-20-44 years,5756
Female-Less than 20 years,4555
"Black or African American, non-Hispanic",205
"Asian or Pacific Islander, non-Hispanic",365
Unknown,2354
Hispanic or Latino,2518
Other Race,6338
"White, non-Hispanic",16113
"American Indian or Alaska Native, non-Hispanic",21586
