Category,Mohave
Total_doses_administered,187432
Total_people_one_dose,90933
Total_people_complete,76628
total_pouluation,90933
Male-65 years and older,21148
Male-55-64 years,8303
Male-45-54 years,4324
Male-20-44 years,7586
Male-Less than 20 years,1842
Female-65 years and older,23240
Female-55-64 years,9639
Female-45-54 years,4864
Female-20-44 years,7769
Female-Less than 20 years,2038
"Black or African American, non-Hispanic",621
"American Indian or Alaska Native, non-Hispanic",747
"Asian or Pacific Islander, non-Hispanic",1382
Hispanic or Latino,7281
Unknown,11620
Other Race,14480
"White, non-Hispanic",54802
