Category,Yuma
Total_doses_administered,317184
Total_people_one_dose,159270
Total_people_complete,127644
total_pouluation,159270
Male-65 years and older,16964
Male-55-64 years,10622
Male-45-54 years,9293
Male-20-44 years,28323
Male-Less than 20 years,12601
Female-65 years and older,19536
Female-55-64 years,11331
Female-45-54 years,10215
Female-20-44 years,26697
Female-Less than 20 years,13076
"Black or African American, non-Hispanic",839
"American Indian or Alaska Native, non-Hispanic",1183
"Asian or Pacific Islander, non-Hispanic",1225
Other Race,19254
Unknown,29600
"White, non-Hispanic",35149
Hispanic or Latino,72020
