Category,Pinal
Total_doses_administered,309891
Total_people_one_dose,177684
Total_people_complete,156031
Total_doses_ordered,197908
total_pouluation,455210
Male-65 years and older,29836
Male-55-64 years,13691
Male-45-54 years,12630
Male-20-44 years,28602
Male-Less than 20 years,5426
Female-65 years and older,34200
Female-55-64 years,14610
Female-45-54 years,11385
Female-20-44 years,21214
Female-Less than 20 years,5498
"Asian or Pacific Islander, non-Hispanic",3211
"Black or African American, non-Hispanic",5030
"American Indian or Alaska Native, non-Hispanic",8560
Other Race,18985
Hispanic or Latino,27967
Unknown,35813
"White, non-Hispanic",78118
