Category,Cochise
Total_doses_administered,119439
Total_people_one_dose,67334
Total_people_complete,58972
Total_doses_ordered,89070
total_pouluation,130808
Male-65 years and older,10691
Male-55-64 years,5159
Male-45-54 years,3748
Male-20-44 years,9625
Male-Less than 20 years,2575
Female-65 years and older,12642
Female-55-64 years,6204
Female-45-54 years,4316
Female-20-44 years,9641
Female-Less than 20 years,2641
"American Indian or Alaska Native, non-Hispanic",319
"Black or African American, non-Hispanic",1255
"Asian or Pacific Islander, non-Hispanic",1296
Unknown,9029
Other Race,10206
Hispanic or Latino,16296
"White, non-Hispanic",28933
