Category,Gila
Total_doses_administered,51834
Total_people_one_dose,28991
Total_people_complete,25503
Total_doses_ordered,36740
total_pouluation,55159
Male-65 years and older,5870
Male-55-64 years,2631
Male-45-54 years,1611
Male-20-44 years,3132
Male-Less than 20 years,721
Female-65 years and older,6227
Female-55-64 years,2918
Female-45-54 years,1711
Female-20-44 years,3251
Female-Less than 20 years,858
"Black or African American, non-Hispanic",95
"Asian or Pacific Islander, non-Hispanic",258
Hispanic or Latino,1312
Other Race,4821
Unknown,5421
"American Indian or Alaska Native, non-Hispanic",5765
"White, non-Hispanic",11319
