Category,Arizona
Total_doses_administered,7106994
Total_people_complete,3436174
Total_doses_ordered,5275110
total_pouluation,7189020
Total_people_one_dose,3914715
Male-65 years and older,516048
Male-55-64 years,296793
Male-45-54 years,257229
Male-20-44 years,604929
Male-Less than 20 years,155419
Female-65 years and older,636633
Female-55-64 years,341883
Female-45-54 years,282488
Female-20-44 years,639755
Female-Less than 20 years,164114
"Black or African American, non-Hispanic",106159
"American Indian or Alaska Native, non-Hispanic",115068
"Asian or Pacific Islander, non-Hispanic",148016
Unknown,424229
Hispanic or Latino,652432
Other Race,660426
"White, non-Hispanic",1808385
