Category,Santa Cruz
Total_doses_administered,71126
Total_people_one_dose,39990
Total_people_complete,35556
Total_doses_ordered,49312
total_pouluation,53161
Male-65 years and older,3627
Male-55-64 years,2655
Male-45-54 years,3100
Male-20-44 years,7912
Male-Less than 20 years,2639
Female-65 years and older,4401
Female-55-64 years,2682
Female-45-54 years,2954
Female-20-44 years,7306
Female-Less than 20 years,2645
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",98
Other Race,2045
Unknown,2344
"White, non-Hispanic",4853
Hispanic or Latino,30597
