Category,Coconino
Total_doses_administered,152338
Total_people_one_dose,83761
Total_people_complete,75213
Total_doses_ordered,97448
total_pouluation,147275
Male-65 years and older,7826
Male-55-64 years,6091
Male-45-54 years,5491
Male-20-44 years,16642
Male-Less than 20 years,3230
Female-65 years and older,8913
Female-55-64 years,6818
Female-45-54 years,5621
Female-20-44 years,19103
Female-Less than 20 years,3943
"Black or African American, non-Hispanic",615
"Asian or Pacific Islander, non-Hispanic",1262
Hispanic or Latino,5964
Other Race,9711
Unknown,17000
"American Indian or Alaska Native, non-Hispanic",17492
"White, non-Hispanic",31717
