Category,Apache
Total_doses_administered,66494
Total_people_one_dose,31235
Total_people_complete,23372
total_pouluation,31235
Male-65 years and older,2902
Male-55-64 years,2111
Male-45-54 years,1706
Male-20-44 years,4121
Male-Less than 20 years,4408
Female-65 years and older,3484
Female-55-64 years,2277
Female-45-54 years,1692
Female-20-44 years,4011
Female-Less than 20 years,4513
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",139
Hispanic or Latino,615
Unknown,1186
Other Race,1186
"White, non-Hispanic",3744
"American Indian or Alaska Native, non-Hispanic",24303
