Category,Yavapai
Total_doses_administered,262043
Total_people_one_dose,121399
Total_people_complete,101459
total_pouluation,121399
Male-65 years and older,26723
Male-55-64 years,9431
Male-45-54 years,5204
Male-20-44 years,10722
Male-Less than 20 years,3189
Female-65 years and older,32451
Female-55-64 years,11908
Female-45-54 years,6192
Female-20-44 years,10955
Female-Less than 20 years,3479
"Black or African American, non-Hispanic",609
"American Indian or Alaska Native, non-Hispanic",1492
"Asian or Pacific Islander, non-Hispanic",1520
Hispanic or Latino,8676
Other Race,17826
Unknown,18432
"White, non-Hispanic",72844
