Category,Pinal
Total_doses_administered,554993
Total_people_one_dose,263177
Total_people_complete,225280
total_pouluation,263177
Male-65 years and older,38215
Male-55-64 years,18947
Male-45-54 years,17340
Male-20-44 years,39949
Male-Less than 20 years,14240
Female-65 years and older,43879
Female-55-64 years,21394
Female-45-54 years,17705
Female-20-44 years,36792
Female-Less than 20 years,13978
"Asian or Pacific Islander, non-Hispanic",5454
"Black or African American, non-Hispanic",9762
"American Indian or Alaska Native, non-Hispanic",10514
Unknown,30448
Other Race,32114
Hispanic or Latino,43400
"White, non-Hispanic",131485
