Category,Yuma
Total_doses_administered,336853
Total_people_one_dose,166570
Total_people_complete,130205
total_pouluation,166570
Male-65 years and older,17780
Male-55-64 years,10996
Male-45-54 years,9515
Male-20-44 years,29300
Male-Less than 20 years,13837
Female-65 years and older,20355
Female-55-64 years,11827
Female-45-54 years,10481
Female-20-44 years,27618
Female-Less than 20 years,14209
"Black or African American, non-Hispanic",874
"American Indian or Alaska Native, non-Hispanic",1214
"Asian or Pacific Islander, non-Hispanic",1277
Other Race,20038
Unknown,30300
"White, non-Hispanic",36971
Hispanic or Latino,75896
