Category,Graham
Total_doses_administered,47855
Total_people_one_dose,22121
Total_people_complete,19100
total_pouluation,22121
Male-65 years and older,2453
Male-55-64 years,1622
Male-45-54 years,1479
Male-20-44 years,3722
Male-Less than 20 years,1395
Female-65 years and older,2958
Female-55-64 years,1752
Female-45-54 years,1450
Female-20-44 years,3768
Female-Less than 20 years,1510
"Asian or Pacific Islander, non-Hispanic",90
"Black or African American, non-Hispanic",97
Other Race,1328
Hispanic or Latino,4018
Unknown,4157
"American Indian or Alaska Native, non-Hispanic",5702
"White, non-Hispanic",6729
