Category,Navajo
Total_doses_administered,54723
Total_people_one_dose,31276
Total_people_complete,26482
Total_doses_ordered,40340
total_pouluation,112825
Male-65 years and older,5850
Male-55-64 years,2664
Male-45-54 years,1785
Male-20-44 years,3609
Male-Less than 20 years,1569
Female-65 years and older,6299
Female-55-64 years,2989
Female-45-54 years,1850
Female-20-44 years,2982
Female-Less than 20 years,1648
"Black or African American, non-Hispanic",0.0055313978769664
"Asian or Pacific Islander, non-Hispanic",0.0101995140043484
Hispanic or Latino,0.0544506970200793
Unknown,0.0548343777976723
Other Race,0.2278104616958691
"American Indian or Alaska Native, non-Hispanic",0.2523020846655583
"White, non-Hispanic",0.3948714669395063
