Category,Mohave
Total_doses_administered,117469
Total_people_one_dose,69436
Total_people_complete,52495
Total_doses_ordered,120070
total_pouluation,216985
Male-65 years and older,18786
Male-55-64 years,6382
Male-45-54 years,2840
Male-20-44 years,4232
Male-Less than 20 years,280
Female-65 years and older,21164
Female-55-64 years,7898
Female-45-54 years,3229
Female-20-44 years,4258
Female-Less than 20 years,307
"Black or African American, non-Hispanic",0.0054726654761219
"American Indian or Alaska Native, non-Hispanic",0.0063079670487931
"Asian or Pacific Islander, non-Hispanic",0.0128175586151276
Hispanic or Latino,0.0528544270983352
Other Race,0.1658793709315053
Unknown,0.2290454519269544
"White, non-Hispanic",0.5276225589031628
