Category,Apache
Total_doses_administered,44483
Total_people_one_dose,24550
Total_people_complete,17195
total_pouluation,24550
Male-65 years and older,2452
Male-55-64 years,1695
Male-45-54 years,1307
Male-20-44 years,3036
Male-Less than 20 years,3501
Female-65 years and older,2907
Female-55-64 years,1839
Female-45-54 years,1325
Female-20-44 years,2895
Female-Less than 20 years,3585
"Black or African American, non-Hispanic",50
"Asian or Pacific Islander, non-Hispanic",112
Hispanic or Latino,523
Other Race,1042
Unknown,1084
"White, non-Hispanic",3512
"American Indian or Alaska Native, non-Hispanic",18227
