Category,Yavapai
Total_doses_administered,227390
Total_people_one_dose,113858
Total_people_complete,96662
total_pouluation,113858
Male-65 years and older,25194
Male-55-64 years,8945
Male-45-54 years,4898
Male-20-44 years,9875
Male-Less than 20 years,2653
Female-65 years and older,30939
Female-55-64 years,11346
Female-45-54 years,5850
Female-20-44 years,10081
Female-Less than 20 years,2929
"Black or African American, non-Hispanic",525
"Asian or Pacific Islander, non-Hispanic",1356
"American Indian or Alaska Native, non-Hispanic",1375
Hispanic or Latino,7714
Other Race,16755
Unknown,19481
"White, non-Hispanic",66652
