Category,Pinal
Total_doses_administered,329482
Total_people_one_dose,188209
Total_people_complete,166852
Total_doses_ordered,200332
total_pouluation,455210
Male-65 years and older,30355
Male-55-64 years,14216
Male-45-54 years,13394
Male-20-44 years,31943
Male-Less than 20 years,6330
Female-65 years and older,34815
Female-55-64 years,15088
Female-45-54 years,11971
Female-20-44 years,23226
Female-Less than 20 years,6277
"Asian or Pacific Islander, non-Hispanic",3369
"Black or African American, non-Hispanic",5459
"American Indian or Alaska Native, non-Hispanic",9012
Other Race,20272
Hispanic or Latino,30181
Unknown,37865
"White, non-Hispanic",82051
