Category,Navajo
Total_doses_administered,78988
Total_people_one_dose,44440
Total_people_complete,37704
Total_doses_ordered,44300
total_pouluation,112825
Male-65 years and older,7055
Male-55-64 years,3669
Male-45-54 years,2620
Male-20-44 years,5505
Male-Less than 20 years,3131
Female-65 years and older,7752
Female-55-64 years,3926
Female-45-54 years,2622
Female-20-44 years,4877
Female-Less than 20 years,3248
"Black or African American, non-Hispanic",228
"Asian or Pacific Islander, non-Hispanic",425
Unknown,2251
Hispanic or Latino,2331
Other Race,8476
"White, non-Hispanic",15048
"American Indian or Alaska Native, non-Hispanic",15681
