Category,Gila
Total_doses_administered,55092
Total_people_one_dose,30041
Total_people_complete,26591
Total_doses_ordered,37760
total_pouluation,55159
Male-65 years and older,5975
Male-55-64 years,2681
Male-45-54 years,1669
Male-20-44 years,3339
Male-Less than 20 years,817
Female-65 years and older,6334
Female-55-64 years,2986
Female-45-54 years,1759
Female-20-44 years,3466
Female-Less than 20 years,953
"Black or African American, non-Hispanic",100
"Asian or Pacific Islander, non-Hispanic",262
Hispanic or Latino,1384
Other Race,4976
Unknown,5502
"American Indian or Alaska Native, non-Hispanic",6142
"White, non-Hispanic",11675
