Category,Apache
Total_doses_administered,36249
Total_people_one_dose,20237
Total_people_complete,12883
total_pouluation,20237
Male-65 years and older,2126
Male-55-64 years,1450
Male-45-54 years,1104
Male-20-44 years,2637
Male-Less than 20 years,2673
Female-65 years and older,2452
Female-55-64 years,1520
Female-45-54 years,1095
Female-20-44 years,2428
Female-Less than 20 years,2744
"Black or African American, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",108
Hispanic or Latino,465
Unknown,1165
Other Race,1231
"White, non-Hispanic",3187
"American Indian or Alaska Native, non-Hispanic",14033
