Category,Navajo
Total_doses_administered,79579
Total_people_one_dose,42965
Total_people_complete,35998
total_pouluation,42965
Male-65 years and older,6783
Male-55-64 years,3312
Male-45-54 years,2409
Male-20-44 years,5193
Male-Less than 20 years,3123
Female-65 years and older,7647
Female-55-64 years,3773
Female-45-54 years,2415
Female-20-44 years,4980
Female-Less than 20 years,3297
"Black or African American, non-Hispanic",181
"Asian or Pacific Islander, non-Hispanic",353
Hispanic or Latino,2196
Unknown,2373
Other Race,7885
"White, non-Hispanic",13422
"American Indian or Alaska Native, non-Hispanic",16555
