Category,Gila
Total_doses_administered,45536
Total_people_one_dose,24429
Total_people_complete,21780
total_pouluation,24429
Male-65 years and older,5489
Male-55-64 years,2140
Male-45-54 years,1196
Male-20-44 years,2238
Male-Less than 20 years,553
Female-65 years and older,5949
Female-55-64 years,2478
Female-45-54 years,1336
Female-20-44 years,2361
Female-Less than 20 years,631
"Black or African American, non-Hispanic",77
"Asian or Pacific Islander, non-Hispanic",199
Hispanic or Latino,1308
"American Indian or Alaska Native, non-Hispanic",2363
Other Race,4440
Unknown,5036
"White, non-Hispanic",11006
