Category,Maricopa
Total_doses_administered,4792673
Total_people_one_dose,2456403
Total_people_complete,2165748
total_pouluation,2456403
Male-65 years and older,273218
Male-55-64 years,180591
Male-45-54 years,174044
Male-20-44 years,411305
Male-Less than 20 years,110716
Female-65 years and older,342562
Female-55-64 years,203965
Female-45-54 years,189666
Female-20-44 years,441017
Female-Less than 20 years,114918
"American Indian or Alaska Native, non-Hispanic",45141
"Black or African American, non-Hispanic",88787
"Asian or Pacific Islander, non-Hispanic",117230
Unknown,189463
Hispanic or Latino,395529
Other Race,447055
"White, non-Hispanic",1173198
