Category,value
Hospitalizations,79424
Yuma,2521
Yavapai,2366
Santa Cruz,612
Pinal,5295
Pima,8575
Navajo,2058
Mohave,2655
Maricopa,50131
La Paz,303
Greenlee,58
Graham,403
Gila,847
Coconino,1634
Cochise,877
Apache,1089
Male,41688
Female,37693
65 years and older,33684
55-64 years,14542
45-54 years,11273
20-44 years,16920
Less than 20 years,2962
Unknown,2041
Other Race,3449
"Asian or Pacific Islander, non-Hispanic",1332
"Black or African American, non-Hispanic",3926
"American Indian or Alaska Native, non-Hispanic",5700
Hispanic or Latino,25008
"White, non-Hispanic",37968
