Category,Santa Cruz
Total_doses_administered,84698
Total_people_one_dose,45803
Total_people_complete,41255
total_pouluation,45803
Male-65 years and older,4365
Male-55-64 years,3025
Male-45-54 years,3133
Male-20-44 years,8430
Male-Less than 20 years,3217
Female-65 years and older,5264
Female-55-64 years,3275
Female-45-54 years,3329
Female-20-44 years,8379
Female-Less than 20 years,3332
"Black or African American, non-Hispanic",46
"American Indian or Alaska Native, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",167
Unknown,2874
Other Race,3121
"White, non-Hispanic",6689
Hispanic or Latino,32859
