Category,Navajo
Total_doses_administered,80778
Total_people_one_dose,43474
Total_people_complete,36001
total_pouluation,43474
Male-65 years and older,6841
Male-55-64 years,3348
Male-45-54 years,2449
Male-20-44 years,5253
Male-Less than 20 years,3159
Female-65 years and older,7740
Female-55-64 years,3810
Female-45-54 years,2445
Female-20-44 years,5068
Female-Less than 20 years,3328
"Black or African American, non-Hispanic",182
"Asian or Pacific Islander, non-Hispanic",355
Hispanic or Latino,2219
Unknown,2549
Other Race,7891
"White, non-Hispanic",13497
"American Indian or Alaska Native, non-Hispanic",16781
