Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8090699,37235,166277,129628,37355,7748,46082,14965,4792673,152714,80778,435227,1292729,84698,199540,253070
Total_people_complete,359980,12904,77435,62165,17292,3537,21799,7072,2165748,70360,36001,204359,592354,41255,92207,117654
total_pouluation,7189020,20781,86357,70823,19528,4065,24587,8074,2456403,83344,43474,231830,663655,45803,108916,136296
Total_people_one_dose,4221477,20781,86357,70823,19528,4065,24587,8074,2456403,83344,43474,231830,663655,45803,108916,136296
Male-65 years and older,527756,2193,8891,10385,2322,495,5529,2235,273218,19189,6841,34786,86737,4365,23939,14713
Male-55-64 years,309594,1485,6025,5041,1535,372,2154,579,180591,7746,3348,17498,45753,3025,8701,9611
Male-45-54 years,278899,1142,5499,3879,1377,312,1210,301,174044,3997,2449,15821,39127,3133,4750,8594
Male-20-44 years,683099,2696,16110,10529,3354,755,2254,597,411305,6878,5253,34763,103705,8430,9451,25415
Male-Less than 20 years,187743,2687,4161,3343,825,142,563,243,110716,1441,3159,9505,29151,3217,2217,7905
Female-65 years and older,648389,2560,10102,12407,2793,495,5971,2285,342562,21687,7740,40395,113009,5264,29847,17236
Female-55-64 years,353684,1583,6832,6151,1665,315,2497,680,203965,9117,3810,19834,55044,3275,11092,10294
Female-45-54 years,301972,1139,5643,4405,1354,314,1345,354,189666,4524,2445,16189,44675,3329,5646,9471
Female-20-44 years,714628,2526,18373,11086,3361,716,2376,537,441017,6971,5068,32759,114200,8379,9602,24160
Female-Less than 20 years,196190,2762,4465,3503,930,147,630,247,114918,1621,3328,9536,30824,3332,2523,8445
"Black or African American, non-Hispanic",119804,47,659,1354,80,40,78,32,88787,517,182,7976,13452,46,483,681
"Asian or Pacific Islander, non-Hispanic",153424,109,1389,1327,90,40,200,85,117230,1185,355,4535,18801,167,1231,1041
"American Indian or Alaska Native, non-Hispanic",158715,14318,18830,306,4707,100,2371,359,45141,613,16781,8164,12937,47,1221,1036
Unknown,463393,1387,15279,9443,4168,306,5112,1862,189463,13058,2549,31328,84025,2874,24941,30300
Other Race,681437,1237,10560,11473,1533,109,4439,1173,447055,14971,7891,30574,93780,3121,17033,14978
Hispanic or Latino,746933,476,6220,17657,3410,1816,1318,1163,395529,6406,2219,36487,152163,32859,7195,60426
"White, non-Hispanic",1897771,3207,33420,29263,5540,1654,11069,3400,1173198,46594,13497,112766,288497,6689,56812,27834
