Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8881072,44282,187063,147379,40556,8478,51967,16607,5181383,170473,90639,478730,1436093,98739,227031,283162
Total_people_complete,418490,17182,80512,65133,18172,3672,22595,7380,2267115,74646,38974,215485,618197,43283,96624,124053
total_pouluation,7189020,24433,91435,76337,20335,4167,25401,8481,2560838,87066,46406,242885,699917,52035,113781,147723
Total_people_one_dose,4452194,24433,91435,76337,20335,4167,25401,8481,2560838,87066,46406,242885,699917,52035,113781,147723
Male-65 years and older,549589,2448,9206,10840,2358,504,5693,2315,279979,20143,7106,35846,89845,4531,25182,15395
Male-55-64 years,319254,1689,6188,5277,1556,369,2197,591,184593,7982,3456,17914,46955,3150,8938,10015
Male-45-54 years,288442,1303,5668,4118,1413,320,1235,314,178872,4147,2564,16423,40377,3276,4895,8917
Male-20-44 years,712869,3030,16690,11122,3489,764,2337,645,425962,7217,5506,37104,107855,8758,9865,27021
Male-Less than 20 years,231572,3467,5463,4559,999,167,650,298,132115,1641,3877,11145,37779,5291,2645,10755
Female-65 years and older,670839,2897,10395,12814,2850,506,6113,2351,350275,22493,7983,41394,115849,5461,30928,17875
Female-55-64 years,364043,1835,7016,6323,1698,316,2563,705,208059,9357,3975,20227,56342,3405,11342,10672
Female-45-54 years,311541,1319,5773,4643,1375,319,1375,362,194334,4706,2576,16716,45852,3543,5842,9801
Female-20-44 years,744995,2879,19014,11716,3490,734,2471,573,456530,7352,5356,34264,118439,8941,10071,25481
Female-Less than 20 years,239327,3558,5760,4826,1095,166,709,310,135685,1853,3972,11106,39179,5602,2925,11258
"Black or African American, non-Hispanic",133846,49,751,1501,88,44,87,37,98136,581,193,8824,15684,51,523,789
"Asian or Pacific Islander, non-Hispanic",168783,112,1526,1405,80,42,198,87,128261,1291,338,4925,21024,183,1352,1153
"American Indian or Alaska Native, non-Hispanic",182449,18114,21586,338,5046,111,2583,460,49462,690,19666,9089,14559,56,1375,1133
Unknown,407789,1084,12938,8886,3979,291,4555,1751,170032,11409,2127,28851,65760,3210,19514,28143
Other Race,646999,1040,8405,11511,1272,83,3997,1123,418743,14023,6120,30245,87991,3389,16740,17101
Hispanic or Latino,810072,523,6788,20572,3595,1870,1377,1249,422264,6788,2356,38903,164812,37849,7703,67040
"White, non-Hispanic",2102256,3511,39441,32124,6275,1726,12604,3774,1273940,52284,15606,122048,330087,7297,66574,32364
