Category,Pinal
Total_doses_administered,478730
Total_people_one_dose,242885
Total_people_complete,215485
total_pouluation,242885
Male-65 years and older,35846
Male-55-64 years,17914
Male-45-54 years,16423
Male-20-44 years,37104
Male-Less than 20 years,11145
Female-65 years and older,41394
Female-55-64 years,20227
Female-45-54 years,16716
Female-20-44 years,34264
Female-Less than 20 years,11106
"Asian or Pacific Islander, non-Hispanic",4925
"Black or African American, non-Hispanic",8824
"American Indian or Alaska Native, non-Hispanic",9089
Unknown,28851
Other Race,30245
Hispanic or Latino,38903
"White, non-Hispanic",122048
