Category,Mohave
Total_doses_administered,170473
Total_people_one_dose,87066
Total_people_complete,74646
total_pouluation,87066
Male-65 years and older,20143
Male-55-64 years,7982
Male-45-54 years,4147
Male-20-44 years,7217
Male-Less than 20 years,1641
Female-65 years and older,22493
Female-55-64 years,9357
Female-45-54 years,4706
Female-20-44 years,7352
Female-Less than 20 years,1853
"Black or African American, non-Hispanic",581
"American Indian or Alaska Native, non-Hispanic",690
"Asian or Pacific Islander, non-Hispanic",1291
Hispanic or Latino,6788
Unknown,11409
Other Race,14023
"White, non-Hispanic",52284
