Category,Santa Cruz
Total_doses_administered,98739
Total_people_one_dose,52035
Total_people_complete,43283
total_pouluation,52035
Male-65 years and older,4531
Male-55-64 years,3150
Male-45-54 years,3276
Male-20-44 years,8758
Male-Less than 20 years,5291
Female-65 years and older,5461
Female-55-64 years,3405
Female-45-54 years,3543
Female-20-44 years,8941
Female-Less than 20 years,5602
"Black or African American, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",56
"Asian or Pacific Islander, non-Hispanic",183
Unknown,3210
Other Race,3389
"White, non-Hispanic",7297
Hispanic or Latino,37849
