Category,Navajo
Total_doses_administered,81910
Total_people_one_dose,46057
Total_people_complete,38954
Total_doses_ordered,44540
total_pouluation,112825
Male-65 years and older,7280
Male-55-64 years,3747
Male-45-54 years,2708
Male-20-44 years,5779
Male-Less than 20 years,3247
Female-65 years and older,7989
Female-55-64 years,4035
Female-45-54 years,2690
Female-20-44 years,5146
Female-Less than 20 years,3400
"Black or African American, non-Hispanic",238
"Asian or Pacific Islander, non-Hispanic",429
Hispanic or Latino,2413
Unknown,2487
Other Race,8649
"White, non-Hispanic",15610
"American Indian or Alaska Native, non-Hispanic",16231
