Category,Mohave
Total_doses_administered,166764
Total_people_one_dose,94764
Total_people_complete,79462
Total_doses_ordered,136460
total_pouluation,216985
Male-65 years and older,22362
Male-55-64 years,8832
Male-45-54 years,4653
Male-20-44 years,7965
Male-Less than 20 years,1543
Female-65 years and older,24906
Female-55-64 years,10272
Female-45-54 years,4964
Female-20-44 years,7437
Female-Less than 20 years,1664
"Black or African American, non-Hispanic",685
"American Indian or Alaska Native, non-Hispanic",989
"Asian or Pacific Islander, non-Hispanic",1370
Hispanic or Latino,6968
Unknown,16170
Other Race,16399
"White, non-Hispanic",52183
