Category,Maricopa
Total_doses_administered,3362307
Total_people_one_dose,1903398
Total_people_complete,1659347
Total_doses_ordered,1701453
total_pouluation,4367835
Male-65 years and older,198880
Male-55-64 years,134737
Male-45-54 years,136450
Male-20-44 years,324722
Male-Less than 20 years,91668
Female-65 years and older,254706
Female-55-64 years,154978
Female-45-54 years,150316
Female-20-44 years,351029
Female-Less than 20 years,93961
"American Indian or Alaska Native, non-Hispanic",41461
"Black or African American, non-Hispanic",74671
"Asian or Pacific Islander, non-Hispanic",85929
Unknown,186087
Other Race,291094
Hispanic or Latino,354240
"White, non-Hispanic",869916
