Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7739723,35425,158278,127796,24043,9681,56348,18553,3362307,166764,81910,340122,1013278,74136,199772,232014
Total_people_complete,3718036,13248,77700,62806,11928,4693,27233,9115,1659347,79462,38954,173043,500826,37158,96085,110763
Total_doses_ordered,5410140,18600,109804,94300,21720,12550,38260,19400,1701453,136460,44540,202212,634806,49512,174846,153008
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4201179,19836,86714,71262,13370,5524,30553,10233,1903398,94764,46057,194076,564131,41123,113925,129944
Male-65 years and older,544964,2054,8184,11013,1728,575,6043,3209,198880,22362,7280,31183,75997,3689,24694,16357
Male-55-64 years,309782,1388,6226,5324,1051,637,2701,715,134737,8832,3747,14449,38230,2686,8823,9199
Male-45-54 years,274912,1096,5641,3961,962,566,1701,355,136450,4653,2708,13740,33612,3165,5236,8238
Male-20-44 years,663913,2703,17291,10446,2303,1226,3422,622,324722,7965,5779,33170,84870,8121,10392,24778
Male-Less than 20 years,178279,2610,3451,2990,504,129,865,201,91668,1543,3247,6661,23448,2839,2254,6344
Female-65 years and older,669276,2200,9277,13037,2185,545,6393,3105,254706,24906,7989,35680,99645,4465,30779,18476
Female-55-64 years,355885,1510,6920,6424,1211,429,3014,874,154978,10272,4035,15357,46977,2722,11246,9649
Female-45-54 years,299682,1097,5772,4535,881,402,1791,376,150316,4964,2690,12318,39230,2986,6102,8453
Female-20-44 years,698376,2505,19757,10404,1945,897,3572,540,351029,7437,5146,24295,96372,7515,10573,21304
Female-Less than 20 years,186362,2663,4100,3036,588,115,988,210,93961,1664,3400,6619,24771,2865,2512,6725
"Black or African American, non-Hispanic",117402,301,653,1362,79,50,101,36,74671,685,238,5706,11377,37,640,793
"American Indian or Alaska Native, non-Hispanic",126702,11503,18145,343,1127,105,6279,253,41461,989,16231,9364,12152,19,1187,1722
"Asian or Pacific Islander, non-Hispanic",154946,175,1314,1345,69,51,264,78,85929,1370,429,3463,14191,101,1494,795
Unknown,448106,1081,17206,9603,4213,528,5576,2728,186087,16170,2487,38658,84607,2394,27862,34251
Other Race,701203,1329,9953,10796,1011,152,5042,1166,291094,16399,8649,20992,72065,2083,17537,11657
Hispanic or Latino,725973,1996,6397,17442,2216,2405,1424,1171,354240,6968,2413,31248,136484,31524,7402,57176
"White, non-Hispanic",1926847,3451,33046,30371,4655,2233,11867,4801,869916,52183,15610,84645,233255,4965,57803,23550
